Date,Open,High,Low,Close,Volume,Max Drawdown,Porfolio Return,Profit,Gross Profit,Average Trade Win,Gross Loss,Average Trade Loss,,,,
29-12-2018,3932.491699,3963.758789,3820.408691,3820.408691,4991655917,3.616519209,-0.026379244,-112.083008,0,,-112.083008,,,143.350098,,
30-12-2018,3822.384766,3901.908936,3797.219238,3865.952637,4770578575,2.683037962,0.011921224,43.567871,43.567871,,0,,,104.689698,,
31-12-2018,3866.839111,3868.74292,3725.867432,3742.700439,4661840806,3.693072684,-0.031881456,-124.138672,0,,-124.138672,,,142.875488,,
01-01-2019,3746.713379,3850.913818,3707.231201,3843.52002,4324200990,3.731130422,0.026937657,96.806641,96.806641,,0,,,143.682617,,
02-01-2019,3849.216309,3947.981201,3817.409424,3943.409424,5244856836,3.307304933,0.025989042,94.193115,94.193115,,0,,,130.571777,,
03-01-2019,3931.048584,3935.685059,3826.2229,3836.741211,4530215219,2.781273333,-0.027049743,-94.307373,0,,-94.307373,,,109.462159,,
04-01-2019,3832.040039,3865.93457,3783.85376,3857.717529,4847965467,2.123181562,0.005467223,25.67749,25.67749,,0,,,82.08081,,
05-01-2019,3851.973877,3904.903076,3836.900146,3845.19458,5137609824,1.741475491,-0.003246207,-6.779297,0,,-6.779297,,,68.00293,,
06-01-2019,3836.519043,4093.297363,3826.513184,4076.632568,5597027440,6.517586076,0.060188889,240.113525,240.113525,,0,,,266.784179,,
07-01-2019,4078.584961,4092.613525,4020.894043,4025.248291,5228625637,1.752412769,-0.012604589,-53.33667,0,,-53.33667,,,71.719482,,
08-01-2019,4028.472168,4109.020996,3996.955322,4030.8479,5306593305,2.727308381,0.001391121,2.375732,2.375732,,0,,,112.065674,,
09-01-2019,4031.552002,4068.403564,4022.662842,4035.296387,5115905225,1.124291661,0.001103611,3.744385,3.744385,,0,,,45.740722,,
10-01-2019,4034.411377,4064.06665,3659.174561,3678.924561,6874143796,9.962732501,-0.088313668,-355.486816,0,,-355.486816,,,404.892089,,
11-01-2019,3674.015381,3713.881836,3653.069824,3687.365479,5538712865,1.637424525,0.002294398,13.350098,13.350098,,0,,,60.812012,,
12-01-2019,3686.973145,3698.978271,3653.810791,3661.301025,4778170883,1.221079895,-0.007068584,-25.67212,0,,-25.67212,,,45.16748,,
13-01-2019,3658.868164,3674.76001,3544.927246,3552.953125,4681302466,3.53309505,-0.029592732,-105.915039,0,,-105.915039,,,129.832764,,
14-01-2019,3557.311035,3727.836182,3552.285156,3706.052246,5651384490,4.709193683,0.043090667,148.741211,148.741211,,0,,,175.551026,,
15-01-2019,3704.216309,3720.15332,3619.949219,3630.675293,5537192302,2.693547614,-0.02033888,-73.541016,0,,-73.541016,,,100.204101,,
16-01-2019,3631.509766,3685.7771,3624.67334,3655.006836,5394457145,1.6578257,0.006701658,23.49707,23.49707,,0,,,61.10376,,
17-01-2019,3651.871094,3680.135986,3621.960938,3678.563965,5464420383,1.580785281,0.006445167,26.692871,26.692871,,0,,,58.175048,,
18-01-2019,3677.990479,3682.52002,3637.080811,3657.839355,5002961727,1.233916143,-0.005633886,-20.151124,0,,-20.151124,,,45.439209,,
19-01-2019,3652.37793,3758.533447,3652.37793,3728.568359,5955691380,2.824386652,0.019336279,76.190429,76.190429,,0,,,106.155517,,
20-01-2019,3725.446045,3743.387939,3583.019531,3601.013672,5582489560,4.284044577,-0.034210097,-124.432373,0,,-124.432373,,,160.368408,,
21-01-2019,3600.372803,3608.84082,3558.537109,3576.032471,5004347059,1.393902184,-0.006937269,-24.340332,0,,-24.340332,,,50.303711,,
22-01-2019,3575.081299,3620.746582,3539.721436,3604.577148,5313623556,2.237802182,0.00798222,29.495849,29.495849,,0,,,81.025146,,
23-01-2019,3605.557129,3623.067871,3565.313965,3585.123047,5433755649,1.594060836,-0.005397055,-20.434082,0,,-20.434082,,,57.753906,,
24-01-2019,3584.500244,3616.087402,3569.092773,3600.865479,5262869046,1.299598814,0.004391044,16.365235,16.365235,,0,,,46.994629,,
25-01-2019,3607.390381,3612.927734,3575.597412,3599.765869,5265847539,1.033242975,-0.000305374,-7.624512,0,,-7.624512,,,37.330322,,
26-01-2019,3599.715332,3654.933105,3593.345947,3602.460449,5098183235,1.685042003,0.000748543,2.745117,2.745117,,0,,,61.587158,,
27-01-2019,3604.687256,3612.671387,3567.24585,3583.96582,5570752966,1.257394657,-0.005133888,-20.721436,0,,-20.721436,,,45.425537,,
28-01-2019,3584.283203,3586.750977,3439.23291,3470.450439,6908930483,4.112860579,-0.03167312,-113.832764,0,,-113.832764,,,147.518067,,
29-01-2019,3468.870117,3476.06543,3400.819824,3448.116943,5897159493,2.164677493,-0.006435331,-20.753174,0,,-20.753174,,,75.245606,,
30-01-2019,3443.896973,3495.174805,3429.387939,3486.181641,5955112627,1.882219622,0.011039271,42.284668,42.284668,,0,,,65.786866,,
31-01-2019,3485.40918,3504.804932,3447.915771,3457.792725,5831198271,1.623176242,-0.008143269,-27.616455,0,,-27.616455,,,56.889161,,
01-02-2019,3460.547119,3501.954102,3431.591553,3487.945313,5422926707,2.009236756,0.008720184,27.398194,27.398194,,0,,,70.362549,,
02-02-2019,3484.625977,3523.287354,3467.574707,3521.060791,5071623601,1.581268895,0.009494265,36.434814,36.434814,,0,,,55.712647,,
03-02-2019,3516.139648,3521.388184,3447.924316,3464.013428,5043937584,2.086218961,-0.016201755,-52.12622,0,,-52.12622,,,73.463868,,
04-02-2019,3467.21167,3476.223877,3442.586914,3459.154053,5332718886,0.967629364,-0.001402816,-8.057617,0,,-8.057617,,,33.636963,,
05-02-2019,3454.950928,3478.148193,3451.937012,3466.357422,5227549545,0.753595866,0.002082408,11.406494,11.406494,,0,,,26.211181,,
06-02-2019,3469.091797,3469.091797,3398.56543,3413.767822,5482196038,2.032992239,-0.01517143,-55.323975,0,,-55.323975,,,70.526367,,
07-02-2019,3414.929443,3427.945557,3394.218506,3399.47168,5004962683,0.983885258,-0.00418779,-15.457763,0,,-15.457763,,,33.727051,,
08-02-2019,3401.376465,3695.614014,3391.023682,3666.780273,7735623101,8.241941146,0.078632393,265.403808,265.403808,,0,,,304.590332,,
09-02-2019,3671.585938,3679.941406,3646.559326,3671.203613,6158833645,0.907136183,0.001206328,-0.382325,0,,-0.382325,,,33.38208,,
10-02-2019,3673.201416,3695.036133,3640.97998,3690.188232,6282256903,1.462939767,0.005171225,16.986816,16.986816,,0,,,54.056153,,
11-02-2019,3695.613037,3695.613037,3642.287842,3648.430664,6277056434,1.442932322,-0.011315837,-47.182373,0,,-47.182373,,,53.325195,,
12-02-2019,3642.751953,3668.586914,3618.556885,3653.528564,6480384532,1.36374114,0.001397286,10.776611,10.776611,,0,,,50.030029,,
13-02-2019,3653.604004,3669.746582,3617.246338,3632.070557,6438903823,1.430623146,-0.005873228,-21.533447,0,,-21.533447,,,52.500244,,
14-02-2019,3631.170166,3646.256592,3607.697754,3616.880859,6271044418,1.057491074,-0.004182104,-14.289307,0,,-14.289307,,,38.558838,,
15-02-2019,3617.368408,3647.795166,3608.206543,3620.810791,6091952231,1.085275384,0.001086553,3.442383,3.442383,,0,,,39.588623,,
16-02-2019,3615.270264,3652.841309,3615.270264,3629.787598,5934744052,1.028543039,0.002479226,14.517334,14.517334,,0,,,37.571045,,
17-02-2019,3633.359375,3680.537354,3619.182129,3673.836182,7039512503,1.667018131,0.012135306,40.476807,40.476807,,0,,,61.355225,,
18-02-2019,3671.369873,3936.665039,3669.982422,3915.714355,9908216640,6.774328381,0.06583804,244.344482,244.344482,,0,,,266.682617,,
19-02-2019,3911.661621,4010.879395,3908.153076,3947.094482,9933626655,2.56119192,0.008013896,35.432861,35.432861,,0,,,102.726319,,
20-02-2019,3946.685059,4000.486328,3926.246826,3999.820557,8693373948,1.855761923,0.013358199,53.135498,53.135498,,0,,,74.239502,,
21-02-2019,4000.256836,4010.009521,3940.108154,3954.118164,7775128102,1.743172096,-0.011426111,-46.138672,0,,-46.138672,,,69.901367,,
22-02-2019,3952.406494,4006.53833,3950.816406,4005.526611,7826525254,1.390774764,0.013001242,53.120117,53.120117,,0,,,55.721924,,
23-02-2019,3998.91626,4166.286133,3968.726807,4142.526855,8922258316,4.741856889,0.034202805,143.610595,143.610595,,0,,,197.559326,,
24-02-2019,4145.458008,4210.641602,3793.708984,3810.42749,10794227451,9.901878559,-0.080168307,-335.030518,0,,-335.030518,,,416.932618,,
25-02-2019,3807.002441,3913.707275,3807.002441,3882.696289,9318796067,2.726438809,0.018966061,75.693848,75.693848,,0,,,106.704834,,
26-02-2019,3878.697266,3891.578857,3837.986328,3854.35791,7931218996,1.377141026,-0.007298634,-24.339356,0,,-24.339356,,,53.592529,,
27-02-2019,3857.479736,3888.80249,3787.058838,3851.047363,8301309684,2.616323464,-0.00085891,-6.432373,0,,-6.432373,,,101.743652,,
28-02-2019,3848.261963,3906.05835,3845.821289,3854.7854,8399767798,1.542144423,0.000970655,6.523437,6.523437,,0,,,60.237061,,
01-03-2019,3853.75708,3907.79541,3851.692383,3859.58374,7661247975,1.435669505,0.001244775,5.82666,5.82666,,0,,,56.103027,,
02-03-2019,3855.318115,3874.607422,3832.12793,3864.415039,7578786076,1.096356027,0.001251767,9.096924,9.096924,,0,,,42.479492,,
03-03-2019,3862.266113,3875.483643,3836.905762,3847.175781,7253558152,0.995433978,-0.004461027,-15.090332,0,,-15.090332,,,38.577881,,
04-03-2019,3845.091553,3867.381836,3733.749756,3761.557129,9029175788,3.455362973,-0.022254936,-83.534424,0,,-83.534424,,,133.63208,,
05-03-2019,3759.83252,3903.916748,3745.183105,3896.375,10174126415,4.066009939,0.035840974,136.54248,136.54248,,0,,,158.733643,,
06-03-2019,3897.081055,3919.510498,3871.460693,3903.942627,9175291529,1.225913415,0.001942222,6.861572,6.861572,,0,,,48.049805,,
07-03-2019,3903.384766,3939.373291,3894.113037,3911.484375,9584165519,1.148920162,0.001931829,8.099609,8.099609,,0,,,45.260254,,
08-03-2019,3913.22583,3950.432129,3875.228516,3901.131592,10638638944,1.903680675,-0.002646766,-12.094238,0,,-12.094238,,,75.203613,,
09-03-2019,3894.55249,3987.237793,3892.390381,3963.313721,10796103518,2.378774904,0.015939511,68.761231,68.761231,,0,,,94.847412,,
10-03-2019,3966.174316,3966.174316,3924.381104,3951.599854,9713267607,1.053741179,-0.002955574,-14.574462,0,,-14.574462,,,41.793212,,
11-03-2019,3953.740234,3966.384766,3889.239014,3905.227295,10125901903,1.944989116,-0.011735135,-48.512939,0,,-48.512939,,,77.145752,,
12-03-2019,3903.758301,3926.88916,3863.559082,3909.15625,9809887079,1.612728942,0.001006076,5.397949,5.397949,,0,,,63.330078,,
13-03-2019,3913.047363,3926.597656,3891.904297,3906.717285,9469184841,0.883547591,-0.000623911,-6.330078,0,,-6.330078,,,34.693359,,
14-03-2019,3905.576904,3946.504395,3901.296875,3924.369141,10480789570,1.14550791,0.004518335,18.792237,18.792237,,0,,,45.20752,,
15-03-2019,3926.66333,3968.542969,3914.015381,3960.911133,9394210605,1.373995152,0.009311558,34.247803,34.247803,,0,,,54.527588,,
16-03-2019,3963.900146,4077.036377,3961.657471,4048.72583,9856166973,2.829969991,0.022170327,84.825684,84.825684,,0,,,115.378906,,
17-03-2019,4047.719482,4054.12207,4006.411133,4025.229004,8221625400,1.176850035,-0.005803511,-22.490478,0,,-22.490478,,,47.710937,,
18-03-2019,4029.968506,4071.556641,4009.117188,4032.507324,9646954186,1.533552361,0.001808175,2.538818,2.538818,,0,,,62.439453,,
19-03-2019,4032.691895,4082.216064,4023.8125,4071.190186,9344919956,1.430682822,0.009592757,38.498291,38.498291,,0,,,58.403564,,
20-03-2019,4070.793945,4089.461914,4031.11084,4087.476318,10175916388,1.426864346,0.004000337,16.682373,16.682373,,0,,,58.351074,,
21-03-2019,4083.953857,4097.359863,4005.151367,4029.326904,10831212662,2.250436844,-0.014226239,-54.626953,0,,-54.626953,,,92.208496,,
22-03-2019,4028.514648,4053.906738,4021.54248,4023.968262,9252935969,0.798347374,-0.00132991,-4.546386,0,,-4.546386,,,32.364258,,
23-03-2019,4022.713379,4049.882568,4015.9646,4035.826416,9578850549,0.837504975,0.002946881,13.113037,13.113037,,0,,,33.917968,,
24-03-2019,4035.163574,4040.699707,4006.192871,4022.168213,9144851065,0.853981699,-0.003384239,-12.995361,0,,-12.995361,,,34.506836,,
25-03-2019,4024.112793,4038.84082,3934.03125,3963.070557,10359818883,2.595040871,-0.014692985,-61.042236,0,,-61.042236,,,104.80957,,
26-03-2019,3969.22876,3985.080811,3944.753174,3985.080811,10707678815,1.011965351,0.005553839,15.852051,15.852051,,0,,,40.327637,,
27-03-2019,3984.244873,4087.066162,3977.810547,4087.066162,10897131934,2.673203972,0.02559179,102.821289,102.821289,,0,,,109.255615,,
28-03-2019,4087.584473,4094.9021,4040.266357,4069.107178,9353915899,1.334238076,-0.004394102,-18.477295,0,,-18.477295,,,54.635743,,
29-03-2019,4068.299805,4113.500977,4034.097168,4098.374512,10918665557,1.93032187,0.007192569,30.074707,30.074707,,0,,,79.403809,,
30-03-2019,4092.13623,4296.806641,4053.909668,4106.660156,9732688060,5.652964941,0.00202169,14.523926,14.523926,,0,,,242.896973,,
31-03-2019,4105.456055,4113.023438,4094.10083,4105.404297,9045122443,0.46006565,-0.00030581,-0.051758,0,,-0.051758,,,18.922608,,
01-04-2019,4105.362305,4164.953125,4096.901367,4158.183105,10157794171,1.633914139,0.012855934,52.8208,52.8208,,0,,,68.051758,,
02-04-2019,4156.919434,4905.95459,4155.316895,4879.87793,21315047816,15.30054307,0.173560136,722.958496,722.958496,,0,,,750.637695,,
03-04-2019,4879.958008,5307.003418,4876.621094,4973.021973,22899891582,8.109705046,0.019087372,93.063965,93.063965,,0,,,430.382324,,
04-04-2019,4971.307617,5063.159668,4836.793945,4922.798828,18251810240,4.470839117,-0.01009912,-48.508789,0,,-48.508789,,,226.365723,,
05-04-2019,4922.806152,5053.509766,4919.491699,5036.681152,16837325387,2.651979974,0.023133654,113.875,113.875,,0,,,134.018067,,
06-04-2019,5036.792969,5205.821777,4992.222168,5059.817383,16929795194,4.103091081,0.004593547,23.024414,23.024414,,0,,,213.599609,,
07-04-2019,5062.793945,5235.186523,5050.412109,5198.896973,16655416140,3.529471456,0.027487077,136.103028,136.103028,,0,,,184.774414,,
08-04-2019,5199.835449,5318.836426,5148.211914,5289.770996,17154113634,3.207929298,0.017479481,89.935547,89.935547,,0,,,170.624512,,
09-04-2019,5289.917969,5289.917969,5167.418945,5204.958496,14722104361,2.31570744,-0.016033303,-84.959473,0,,-84.959473,,,122.499024,,
10-04-2019,5204.105469,5421.651367,5193.382324,5324.551758,15504590933,4.210323157,0.022976795,120.446289,120.446289,,0,,,228.269043,,
11-04-2019,5325.081543,5354.225586,5017.296387,5064.487793,16555616019,6.292771823,-0.048842415,-260.59375,0,,-260.59375,,,336.929199,,
12-04-2019,5061.200684,5103.274414,4955.852539,5089.539063,13675206312,2.888770288,0.004946457,28.338379,28.338379,,0,,,147.421875,,
13-04-2019,5088.850098,5127.12207,5061.589355,5096.586426,10823289598,1.278157885,0.001384676,7.736328,7.736328,,0,,,65.532715,,
14-04-2019,5095.758789,5184.016113,5053.568359,5167.722168,10391952498,2.516345458,0.013957527,71.963379,71.963379,,0,,,130.447754,,
15-04-2019,5167.321777,5196.606934,5024.069336,5067.108398,12290155061,3.320197202,-0.019469655,-100.213379,0,,-100.213379,,,172.537598,,
16-04-2019,5066.577637,5238.945313,5055.194824,5235.55957,11618660197,3.507394676,0.033244043,168.981933,168.981933,,0,,,183.750489,,
17-04-2019,5236.135254,5274.275391,5219.205566,5251.937988,12438480677,1.044121153,0.003128303,15.802734,15.802734,,0,,,55.069825,,
18-04-2019,5251.480469,5319.986328,5250.506836,5298.385742,13256489918,1.306008845,0.008843927,46.905273,46.905273,,0,,,69.479492,,
19-04-2019,5298.154297,5336.680176,5233.334961,5303.8125,13780238655,1.936507559,0.001024229,5.658203,5.658203,,0,,,103.345215,,
20-04-2019,5304.160645,5358.490723,5295.87793,5337.88623,13169647522,1.168478145,0.006424384,33.725585,33.725585,,0,,,62.612793,,
21-04-2019,5335.878906,5359.924805,5257.339355,5314.53125,13731844223,1.9139345,-0.004375324,-21.347656,0,,-21.347656,,,102.58545,,
22-04-2019,5312.494629,5422.6875,5280.276855,5399.365234,14601631648,2.626200477,0.015962647,86.870605,86.870605,,0,,,142.410645,,
23-04-2019,5399.365723,5633.802246,5389.408691,5572.362305,15867308108,4.337986041,0.032040261,172.996582,172.996582,,0,,,244.393555,,
24-04-2019,5571.508301,5642.044434,5418.263184,5464.866699,17048033399,3.966314917,-0.01929085,-106.641602,0,,-106.641602,,,223.78125,,
25-04-2019,5466.524414,5542.238281,5181.338867,5210.515625,15330283408,6.511798947,-0.04654296,-256.008789,0,,-256.008789,,,360.899414,,
26-04-2019,5210.304688,5383.634277,5177.368652,5279.348145,16812108040,3.831345414,0.013210309,69.043457,69.043457,,0,,,206.265625,,
27-04-2019,5279.471191,5310.75,5233.635742,5268.291016,13111274675,1.452040823,-0.002094412,-11.180175,0,,-11.180175,,,77.114258,,
28-04-2019,5271.746582,5326.231934,5255.683594,5285.13916,12819992056,1.324545023,0.003198028,13.392578,13.392578,,0,,,70.54834,,
29-04-2019,5284.858398,5311.274902,5216.487793,5247.352539,13735490672,1.784639484,-0.007149598,-37.505859,0,,-37.505859,,,94.787109,,
30-04-2019,5247.726074,5363.257324,5224.189941,5350.726563,13878964574,2.592964958,0.019700225,103.000489,103.000489,,0,,,139.067383,,
01-05-2019,5350.914551,5418.003906,5347.645996,5402.697266,13679528236,1.298594671,0.009712831,51.782715,51.782715,,0,,,70.35791,,
02-05-2019,5402.422852,5522.262695,5394.217285,5505.283691,14644460907,2.318712765,0.018988002,102.860839,102.860839,,0,,,128.04541,,
03-05-2019,5505.552246,5865.881836,5490.20166,5768.289551,18720780006,6.404496144,0.047773353,262.737305,262.737305,,0,,,375.680176,,
04-05-2019,5769.202637,5886.893555,5645.469238,5831.16748,17567780766,4.101047772,0.010900619,61.964843,61.964843,,0,,,241.424317,,
05-05-2019,5831.068359,5833.862793,5708.035156,5795.708496,14808830723,2.15684944,-0.006080941,-35.359863,0,,-35.359863,,,125.827637,,
06-05-2019,5791.693359,5802.95752,5653.6875,5746.807129,15737171804,2.57230937,-0.008437513,-44.88623,0,,-44.88623,,,149.27002,,
07-05-2019,5745.599121,5988.178223,5741.395996,5829.501465,18026409033,4.121157017,0.014389614,83.902344,83.902344,,0,,,246.782227,,
08-05-2019,5849.481445,5989.980957,5794.71582,5982.45752,15320605300,3.2598624,0.026238274,132.976075,132.976075,,0,,,195.265137,,
09-05-2019,5982.316406,6183.039063,5982.316406,6174.528809,16784645411,3.246343019,0.032105751,192.212403,192.212403,,0,,,200.722657,,
10-05-2019,6175.822754,6434.617676,6161.519043,6378.849121,19419875368,4.244209163,0.033090835,203.026367,203.026367,,0,,,273.098633,,
11-05-2019,6379.666992,7333.00293,6375.69873,7204.771484,28867562329,13.05473636,0.129478272,825.104492,825.104492,,0,,,957.3042,,
12-05-2019,7203.507324,7503.87207,6815.770996,6972.371582,27773333680,9.169946763,-0.032256388,-231.135742,0,,-231.135742,,,688.101074,,
13-05-2019,6971.178223,8047.413086,6898.282227,7814.915039,28677672181,14.2795063,0.120840298,843.736816,843.736816,,0,,,1149.130859,,
14-05-2019,7807.884277,8268.712891,7696.391113,7994.416016,32031452227,6.921534047,0.022969025,186.531739,186.531739,,0,,,572.321778,,
15-05-2019,7989.374512,8216.423828,7899.106934,8205.167969,28344112920,3.861983031,0.026362395,215.793457,215.793457,,0,,,317.316894,,
16-05-2019,8194.500977,8320.824219,7729.608398,7884.90918,33167197581,7.105255506,-0.039031351,-309.591797,0,,-309.591797,,,591.215821,,
17-05-2019,7886.925781,7929.145508,7038.124512,7343.895508,30066644905,11.237289,-0.068613811,-543.030273,0,,-543.030273,,,891.020996,,
18-05-2019,7341.664551,7447.271973,7251.504395,7271.208008,21354286562,2.628715303,-0.009897676,-70.456543,0,,-70.456543,,,195.767578,,
19-05-2019,7267.962891,8261.941406,7267.962891,8197.689453,25902422040,12.03081051,0.127417816,929.726562,929.726562,,0,,,993.978515,,
20-05-2019,8196.923828,8200.967773,7678.781738,7978.309082,23843404340,6.367370894,-0.026761244,-218.614746,0,,-218.614746,,,522.186035,,
21-05-2019,7977.969238,8062.167969,7843.339844,7963.327637,25127245056,2.714259066,-0.001877772,-14.641601,0,,-14.641601,,,218.828125,,
22-05-2019,7956.291992,7997.612305,7615.987305,7680.066406,24719473175,4.771736681,-0.035570712,-276.225586,0,,-276.225586,,,381.625,,
23-05-2019,7677.269043,7943.791504,7533.196777,7881.84668,24457107820,5.168750046,0.026273246,204.577637,204.577637,,0,,,410.594727,,
24-05-2019,7881.695313,8140.719727,7824.44873,7987.371582,25919126991,3.885049573,0.013388347,105.676269,105.676269,,0,,,316.270997,,
25-05-2019,7991.885254,8117.925781,7965.976074,8052.543945,22256813107,1.871779948,0.008159425,60.658691,60.658691,,0,,,151.949707,,
26-05-2019,8055.206055,8687.520508,7924.67041,8673.21582,26677970091,8.780987594,0.077077738,618.009765,618.009765,,0,,,762.850098,,
27-05-2019,8674.072266,8907.174805,8668.705078,8805.77832,27949839564,2.677276827,0.015284123,131.706054,131.706054,,0,,,238.469727,,
28-05-2019,8802.757813,8807.016602,8634.72168,8719.961914,24226919267,1.956336973,-0.009745465,-82.795899,0,,-82.795899,,,172.294922,,
29-05-2019,8718.591797,8755.852539,8482.728516,8659.487305,23473479966,3.119331005,-0.006935192,-59.104492,0,,-59.104492,,,273.124023,,
30-05-2019,8661.760742,9008.314453,8221.273438,8319.472656,29246528551,8.736828839,-0.039264986,-342.288086,0,,-342.288086,,,787.041015,,
31-05-2019,8320.286133,8586.65918,8172.550781,8574.501953,25365190957,4.822695187,0.030654503,254.21582,254.21582,,0,,,414.108399,,
01-06-2019,8573.839844,8625.600586,8481.578125,8564.016602,22488303544,1.669709368,-0.001222852,-9.823242,0,,-9.823242,,,144.022461,,
02-06-2019,8565.473633,8809.303711,8561.235352,8742.958008,20266216022,2.815981457,0.020894566,177.484375,177.484375,,0,,,248.068359,,
03-06-2019,8741.74707,8743.5,8204.185547,8208.995117,22004511436,6.168175822,-0.061073482,-532.751953,0,,-532.751953,,,539.314453,,
04-06-2019,8210.985352,8210.985352,7564.48877,7707.770996,24609731549,7.873556635,-0.061057914,-503.214356,0,,-503.214356,,,646.496582,,
05-06-2019,7704.343262,7901.849121,7668.668457,7824.231445,21760923463,2.950963255,0.015109485,119.888183,119.888183,,0,,,233.180664,,
06-06-2019,7819.633301,7937.34082,7571.471191,7822.023438,19474611077,4.609473592,-0.000282201,2.390137,2.390137,,0,,,365.869629,,
07-06-2019,7826.901367,8126.15332,7788.373535,8043.951172,19141423231,4.15669963,0.028372164,217.049805,217.049805,,0,,,337.779785,,
08-06-2019,8036.774902,8076.891113,7837.61084,7954.12793,16522722810,2.96252939,-0.011166557,-82.646972,0,,-82.646972,,,239.280273,,
09-06-2019,7949.674805,7975.974121,7583.219727,7688.077148,16610726547,4.92421851,-0.03344814,-261.597657,0,,-261.597657,,,392.754394,,
10-06-2019,7692.284668,8031.909668,7586.730957,8000.32959,18689275117,5.542625968,0.040615155,308.044922,308.044922,,0,,,445.178711,,
11-06-2019,8004.243652,8026.394043,7772.803711,7927.714355,17107279932,3.1594553,-0.00907653,-76.529297,0,,-76.529297,,,253.590332,,
12-06-2019,7925.434082,8196.648438,7862.359863,8145.857422,19034432883,4.078356874,0.027516514,220.42334,220.42334,,0,,,334.288575,,
13-06-2019,8145.54541,8311.567383,8087.061035,8230.923828,18669407147,2.701131299,0.010442904,85.378418,85.378418,,0,,,224.506348,,
14-06-2019,8230.898438,8710.636719,8183.393066,8693.833008,19831162906,6.052871564,0.056240246,462.93457,462.93457,,0,,,527.243653,,
15-06-2019,8689.746094,8859.12793,8618.395508,8838.375,18371033226,2.717337687,0.016625807,148.628906,148.628906,,0,,,240.732422,,
16-06-2019,8841.44043,9335.867188,8814.556641,8994.488281,23348550311,5.58395419,0.01766312,153.047851,153.047851,,0,,,521.310547,,
17-06-2019,8988.923828,9416.407227,8988.923828,9320.352539,15562951919,4.539771791,0.036229327,331.428711,331.428711,,0,,,427.483399,,
18-06-2019,9335.466797,9348.374023,9004.901367,9081.762695,15848210536,3.67414328,-0.0255988,-253.704102,0,,-253.704102,,,343.472656,,
19-06-2019,9078.727539,9299.621094,9070.395508,9273.521484,15546809946,2.464891673,0.02111471,194.793945,194.793945,,0,,,229.225586,,
20-06-2019,9273.060547,9594.419922,9232.484375,9527.160156,17846823784,3.77235466,0.027350848,254.099609,254.099609,,0,,,361.935547,,
21-06-2019,9525.074219,10144.55664,9525.074219,10144.55664,20624008643,6.106549975,0.064803832,619.482422,619.482422,,0,,,619.482421,,
22-06-2019,10175.92383,11157.3457,10107.03516,10701.69141,29995204861,9.413623708,0.054919578,525.767578,525.767578,,0,,,1050.31054,,
23-06-2019,10696.69141,11246.14453,10556.0957,10855.37109,20998326502,6.135870192,0.014360318,158.679688,158.679688,,0,,,690.04883,,
24-06-2019,10853.74414,11065.89648,10610.42773,11011.10254,19271652365,4.115967927,0.014346027,157.358398,157.358398,,0,,,455.46875,,
25-06-2019,11007.20215,11790.91699,11007.20215,11790.91699,24879684533,6.646767513,0.070820742,783.714844,783.714844,,0,,,783.71484,,
26-06-2019,11778.58106,13796.48926,11755.59766,13016.23145,45105733173,14.79283288,0.1039202,1237.65039,1237.65039,,0,,,2040.8916,,
27-06-2019,13017.125,13311.14453,10491.85254,11182.80664,39977475223,21.17993673,-0.140856807,-1834.318359,0,,-1834.318359,,,2819.29199,,
28-06-2019,11162.16797,12445.17481,10914.49512,12407.33203,35087757766,12.2993828,0.109500721,1245.164062,1245.164062,,0,,,1530.67969,,
29-06-2019,12400.76367,12400.91016,11508.37891,11959.37109,29923961128,7.197304379,-0.036104534,-441.392578,0,,-441.392578,,,892.53125,,
30-06-2019,11931.99121,12178.38379,10799.00879,10817.15527,27256473494,11.32642084,-0.095508017,-1114.835938,0,,-1114.835938,,,1379.375,,
01-07-2019,10796.93066,11206.43945,10089.31445,10583.13477,29378589324,9.968598902,-0.021634201,-213.795898,0,,-213.795898,,,1117.125,,
02-07-2019,10588.68359,10912.18848,9737.884766,10801.67773,31015895223,10.76139508,0.020650117,212.99414,212.99414,,0,,,1174.303714,,
03-07-2019,10818.15625,11968.07813,10818.15625,11961.26953,30796494294,9.608241754,0.107352934,1143.113281,1143.113281,,0,,,1149.92188,,
04-07-2019,11972.71875,12006.0752,11166.56934,11215.4375,25920294033,6.992342177,-0.062353919,-757.28125,0,,-757.28125,,,839.50586,,
05-07-2019,11203.10254,11395.66113,10874.96484,10978.45996,23838480210,4.569250385,-0.021129585,-224.642578,0,,-224.642578,,,520.69629,,
06-07-2019,10982.54395,11620.96484,10982.54395,11208.55078,21092024306,5.493699523,0.020958388,226.006836,226.006836,,0,,,638.42089,,
07-07-2019,11217.61621,11541.62012,11148.80469,11450.84668,19369044277,3.403468715,0.021617059,233.230469,233.230469,,0,,,392.81543,,
08-07-2019,11446.59668,12345.83301,11393.37402,12285.95801,23482551458,7.714821586,0.072930094,839.361328,839.361328,,0,,,952.45899,,
09-07-2019,12284.32617,12779.13184,12233.26172,12573.8125,28167921523,4.271574367,0.023429552,289.486328,289.486328,,0,,,545.87012,,
10-07-2019,12571.53711,13129.5293,11710.97852,12156.5127,33627574244,10.8042775,-0.033188009,-415.024414,0,,-415.024414,,,1418.55078,,
11-07-2019,12139.71387,12144.62305,11158.92285,11358.66211,28595327690,8.116350717,-0.065631535,-781.051758,0,,-781.051758,,,985.7002,,
