Date,Open,High,Low,Close,Volume,Max Drawdown
27-06-2023,30274.32031,31006.78711,30236.65039,30688.16406,16428827944,2.483768206
28-06-2023,30696.56055,30703.2793,29921.82227,30086.24609,14571500779,2.545190767
29-06-2023,30086.1875,30796.25,30057.20313,30445.35156,13180860821,2.399795008
30-06-2023,30441.35352,31256.86328,29600.27539,30477.25195,26387306197,5.299917254
01-07-2023,30471.84766,30641.28906,30328.86523,30590.07813,9086606733,1.019617123
02-07-2023,30587.26953,30766.14063,30264.01953,30620.76953,10533418042,1.632057482
03-07-2023,30624.51563,31375.61328,30586.51367,31156.43945,15271884873,2.515009358
04-07-2023,31156.86523,31325.19727,30659.35547,30777.58203,12810828427,2.125578952
05-07-2023,30778.72461,30877.33008,30225.61328,30514.16602,12481622280,2.110664356
06-07-2023,30507.15039,31460.05273,29892.22656,29909.33789,21129219509,4.983545906
07-07-2023,29907.99805,30434.64453,29777.28516,30342.26563,13384770155,2.159904872
08-07-2023,30346.92188,30374.4375,30080.16016,30292.54102,7509378699,0.968832229
09-07-2023,30291.61133,30427.58984,30085.5918,30171.23438,7903327692,1.123973479
10-07-2023,30172.42383,31026.08398,29985.39453,30414.4707,14828209155,3.354240421
11-07-2023,30417.63281,30788.31445,30358.09766,30620.95117,12151839152,1.397337911
12-07-2023,30622.24609,30959.96484,30228.83594,30391.64648,14805659717,2.361530137
13-07-2023,30387.48828,31814.51563,30268.35156,31476.04883,23686079548,4.859932768
14-07-2023,31474.7207,31582.25391,29966.38672,30334.06836,20917902660,5.116377047
15-07-2023,30331.7832,30407.78125,30263.46289,30295.80664,8011667756,0.474609965
16-07-2023,30297.47266,30437.56055,30089.66992,30249.13281,8516564470,1.142964888
17-07-2023,30249.62695,30336.40039,29685.7832,30145.88867,13240156074,2.144674983
18-07-2023,30147.07031,30233.65625,29556.42773,29856.5625,13138897269,2.239982205
19-07-2023,29862.04688,30184.18164,29794.26953,29913.92383,12128602812,1.291776317
20-07-2023,29915.25,30195.53125,29638.0957,29792.01563,14655207121,1.846086248
21-07-2023,29805.11133,30045.99805,29733.85156,29908.74414,10972789818,1.038895395
22-07-2023,29908.69727,29991.61523,29664.12109,29771.80273,7873300598,1.091952326
23-07-2023,29790.11133,30330.64063,29741.52734,30084.53906,9220145050,1.942304144
24-07-2023,30081.66211,30093.39453,28934.29492,29176.91602,15395817395,3.851674522
25-07-2023,29178.9707,29353.16016,29062.43359,29227.39063,10266772793,0.990443851
26-07-2023,29225.75977,29675.55273,29113.91211,29354.97266,13497554655,1.892603737
27-07-2023,29353.79883,29560.9668,29099.35156,29210.68945,10770779217,1.561570172
28-07-2023,29212.16406,29521.51367,29125.8457,29319.24609,11218474952,1.340269928
29-07-2023,29319.44531,29396.84375,29264.16602,29356.91797,6481775959,0.451333249
30-07-2023,29357.09375,29443.16992,29059.50195,29275.30859,8678454527,1.303079699
31-07-2023,29278.31445,29489.87305,29131.57813,29230.11133,11656781982,1.214976136
01-08-2023,29230.87305,29675.73242,28657.02344,29675.73242,18272392391,3.432801474
02-08-2023,29704.14648,29987.99805,28946.50977,29151.95898,19212655598,3.473017033
03-08-2023,29161.8125,29375.70703,28959.48828,29178.67969,12780357746,1.416880791
04-08-2023,29174.38281,29302.07813,28885.33594,29074.0918,12036639988,1.422227421
05-08-2023,29075.38867,29102.46484,28957.79688,29042.12695,6598366353,0.497098651
06-08-2023,29043.70117,29160.82227,28963.83398,29041.85547,7269806994,0.675523784
07-08-2023,29038.51367,29244.28125,28724.14063,29180.57813,13618163710,1.77860627
08-08-2023,29180.01953,30176.79688,29113.81445,29765.49219,17570561357,3.522515773
09-08-2023,29766.69531,30093.43555,29376.80078,29561.49414,18379521213,2.381365759
10-08-2023,29563.97266,29688.56445,29354.44727,29429.5918,11865344789,1.125406992
11-08-2023,29424.90234,29517.77344,29253.51758,29397.71484,10195168197,0.895243202
12-08-2023,29399.78711,29465.11328,29357.58789,29415.96484,6194358008,0.364924407
13-08-2023,29416.59375,29441.43359,29265.80664,29282.91406,7329897180,0.596529885
14-08-2023,29283.26367,29660.25391,29124.10547,29408.44336,14013695304,1.807632671
15-08-2023,29408.04883,29439.12109,29088.85352,29170.34766,12640195779,1.189803082
16-08-2023,29169.07422,29221.97656,28701.7793,28701.7793,14949271904,1.78015768
17-08-2023,28699.80273,28745.94727,25409.11133,26664.55078,31120851211,11.6080222
18-08-2023,26636.07813,26808.19531,25668.92188,26049.55664,24026236529,4.249720717
19-08-2023,26047.83203,26249.44922,25802.4082,26096.20508,10631443812,1.703049143
20-08-2023,26096.86133,26260.68164,26004.31445,26189.58398,9036580420,0.976239663
21-08-2023,26188.69141,26220.20117,25846.08789,26124.14063,13371557893,1.426813157
22-08-2023,26130.74805,26135.50781,25520.72852,26031.65625,14503820706,2.352276047
23-08-2023,26040.47461,26786.89844,25804.99805,26431.64063,16985265785,3.665599406
24-08-2023,26431.51953,26554.91016,25914.92578,26162.37305,12871532023,2.410041594
25-08-2023,26163.67969,26248.10352,25786.8125,26047.66797,12406045118,1.757426092
26-08-2023,26047.23438,26107.38477,25983.87891,26008.46289,6034817316,0.473068678
27-08-2023,26008.24219,26165.37305,25965.09766,26089.69336,6913768611,0.765421497
28-08-2023,26089.61523,26198.57813,25880.59961,26106.15039,11002805166,1.213724342
29-08-2023,26102.48633,28089.33789,25912.62891,27727.39258,29368391712,7.74923563
30-08-2023,27726.08398,27760.16016,27069.20703,27297.26563,16343655235,2.489009883
31-08-2023,27301.92969,27456.07813,25752.92969,25931.47266,20181001451,6.20317451
01-09-2023,25934.02148,26125.86914,25362.60938,25800.72461,17202862221,2.921471266
02-09-2023,25800.91016,25970.28516,25753.09375,25868.79883,10100387473,0.836307375
03-09-2023,25869.47266,26087.14844,25817.03125,25969.56641,8962524523,1.035441611
04-09-2023,25968.16992,26081.52539,25657.02539,25812.41602,10680635106,1.627588853
05-09-2023,25814.95703,25858.375,25589.98828,25779.98242,11094740040,1.037910232
06-09-2023,25783.93164,25953.01563,25404.35938,25753.23633,12752705327,2.114036603
07-09-2023,25748.3125,26409.30273,25608.20117,26240.19531,11088307100,3.033406706
08-09-2023,26245.20898,26414.00586,25677.48047,25905.6543,10817356400,2.788389591
09-09-2023,25905.42578,25921.97656,25810.49414,25895.67773,5481314132,0.430069134
10-09-2023,25895.21094,25978.13086,25640.26172,25832.22656,7899553047,1.300590646
11-09-2023,25831.71484,25883.94727,24930.29688,25162.6543,14600006467,3.684331374
12-09-2023,25160.6582,26451.93945,25133.07813,25833.34375,18657279324,4.985877586
13-09-2023,25837.55469,26376.11328,25781.12305,26228.32422,13072077070,2.255791912
14-09-2023,26228.27734,26774.62305,26171.45117,26539.67383,13811359124,2.252774498
15-09-2023,26533.81836,26840.49805,26240.70117,26608.69336,11479735788,2.234671201
16-09-2023,26606.19922,26754.76953,26473.89063,26568.28125,7402031417,1.049827395
17-09-2023,26567.92773,26617.99805,26445.07422,26534.1875,6774210670,0.649650021
18-09-2023,26532.99414,27414.73438,26415.51563,26754.28125,15615339655,3.644823751
19-09-2023,26760.85156,27488.76367,26681.60547,27211.11719,13807690550,2.93632049
20-09-2023,27210.22852,27379.50586,26864.08203,27132.00781,13281116604,1.882516918
21-09-2023,27129.83984,27152.93945,26389.30078,26567.63281,13371443708,2.812360965
22-09-2023,26564.05664,26726.07813,26495.5332,26579.56836,10578746709,0.862621627
23-09-2023,26578.55664,26634.18555,26520.51953,26579.39063,7404700301,0.426767396
24-09-2023,26579.37305,26716.05859,26221.05078,26256.82617,8192867686,1.852847449
25-09-2023,26253.77539,26421.50781,26011.46875,26298.48047,11997833257,1.551913929
26-09-2023,26294.75781,26389.88477,26090.71289,26217.25,9985498161,1.133661183
27-09-2023,26209.49805,26817.8418,26111.46484,26352.7168,11718380997,2.633981382
28-09-2023,26355.8125,27259.5,26327.32227,27021.54688,14079002707,3.419643537
29-09-2023,27024.8418,27225.9375,26721.76367,26911.7207,10396435377,1.851814396
30-09-2023,26911.68945,27091.79492,26888.96875,26967.91602,5331172801,0.748662725
01-10-2023,26967.39648,28047.23828,26965.09375,27983.75,9503917434,3.858292639
02-10-2023,27976.79883,28494.45898,27347.78711,27530.78516,19793041322,4.024192461
03-10-2023,27508.25195,27667.19141,27216.00195,27429.97852,11407814187,1.630774347
04-10-2023,27429.07422,27826.6582,27248.10547,27799.39453,11143355314,2.079131191
05-10-2023,27798.64648,28091.86133,27375.60156,27415.91211,11877253670,2.54970563
06-10-2023,27412.12305,28252.53711,27215.55273,27946.59766,13492391599,3.670411531
07-10-2023,27946.78125,28028.0918,27870.42383,27968.83984,6553044316,0.562535513
08-10-2023,27971.67773,28102.16992,27740.66211,27935.08984,7916875290,1.286405324
09-10-2023,27934.47266,27989.4707,27302.5625,27583.67773,12007668568,2.454166452
10-10-2023,27589.20117,27715.84766,27301.6543,27391.01953,9973350678,1.494427899
11-10-2023,27392.07617,27474.11523,26561.09961,26873.32031,13648094333,3.323184795
12-10-2023,26873.29297,26921.43945,26558.32031,26756.79883,9392909295,1.34881027
13-10-2023,26752.87891,27092.69727,26686.32227,26862.375,15165312851,1.49994294
14-10-2023,26866.20313,26969,26814.58594,26861.70703,5388116782,0.572561311
15-10-2023,26858.01172,27289.16992,26817.89453,27159.65234,7098201980,1.726968579
16-10-2023,27162.62891,29448.13867,27130.47266,28519.4668,27833876539,7.870331079
17-10-2023,28522.09766,28618.75195,28110.18555,28415.74805,14872527508,1.777039058
18-10-2023,28413.53125,28889.00977,28174.25195,28328.3418,12724128586,2.474151332
19-10-2023,28332.41602,28892.47461,28177.98828,28719.80664,14448058195,2.472914971
20-10-2023,28732.8125,30104.08594,28601.66992,29682.94922,21536125230,4.990737879
21-10-2023,29683.38086,30287.48242,29481.75195,29918.41211,11541146996,2.660275486
22-10-2023,29918.6543,30199.43359,29720.3125,29993.89648,10446520040,1.586523431
23-10-2023,30140.68555,34370.4375,30097.82813,33086.23438,38363572311,12.43105902
24-10-2023,33077.30469,35150.43359,32880.76172,33901.52734,44934999645,6.457023821
25-10-2023,33916.04297,35133.75781,33709.10938,34502.82031,25254318008,4.054927565
26-10-2023,34504.28906,34832.91016,33762.32422,34156.64844,19427195376,3.073489798
27-10-2023,34156.5,34238.21094,33416.88672,33909.80078,16418032871,2.398852619
28-10-2023,33907.72266,34399.39063,33874.80469,34089.57422,10160330825,1.524986142
29-10-2023,34089.37109,34743.26172,33947.56641,34538.48047,11160323986,2.290214766
30-10-2023,34531.74219,34843.93359,34110.97266,34502.36328,17184860315,2.103553917
31-10-2023,34500.07813,34719.25391,34083.30859,34667.78125,15758270810,1.831679107
01-11-2023,34657.27344,35527.92969,34170.69141,35437.25391,22446272005,3.820200873
02-11-2023,35441.57813,35919.84375,34401.57422,34938.24219,20998158544,4.226826655
03-11-2023,34942.47266,34942.47266,34133.44141,34732.32422,17158456701,2.315323411
04-11-2023,34736.32422,35256.03125,34616.69141,35082.19531,9561294264,1.813419768
05-11-2023,35090.01172,35340.33984,34594.24219,35049.35547,12412743996,2.111178482
06-11-2023,35044.78906,35286.02734,34765.36328,35037.37109,12693436420,1.475553071
07-11-2023,35047.79297,35892.41797,34545.81641,35443.5625,18834737789,3.751771645
08-11-2023,35419.47656,35994.41797,35147.80078,35655.27734,17295394918,2.352079122
09-11-2023,35633.63281,37926.25781,35592.10156,36693.125,37762672382,6.154459693
10-11-2023,36702.25,37493.80078,36362.75391,37313.96875,22711265155,3.016623672
11-11-2023,37310.07031,37407.09375,36773.66797,37138.05078,13924272142,1.69333064
12-11-2023,37133.99219,37227.69141,36779.11719,37054.51953,11545715999,1.204947723
13-11-2023,37070.30469,37405.11719,36399.60547,36502.35547,19057712790,2.688166207
14-11-2023,36491.78906,36753.35156,34948.5,35537.64063,23857403554,4.910712856
15-11-2023,35548.11328,37964.89453,35383.78125,37880.58203,27365821679,6.798684184
16-11-2023,37879.98047,37934.625,35545.47266,36154.76953,26007385366,6.298078181
17-11-2023,36164.82422,36704.48438,35901.23438,36596.68359,22445028430,2.188424694
18-11-2023,36625.37109,36839.28125,36233.3125,36585.70313,11886022717,1.644898406
19-11-2023,36585.76563,37509.35547,36414.59766,37386.54688,12915986553,2.918626024
20-11-2023,37374.07422,37756.82031,36882.53125,37476.95703,20888209068,2.315579153
21-11-2023,37469.16016,37631.14063,35813.8125,35813.8125,25172163756,4.829319812
22-11-2023,35756.55469,37856.98047,35670.97266,37432.33984,24397247860,5.774385022
23-11-2023,37420.43359,37643.91797,36923.86328,37289.62109,14214948217,1.912804854
24-11-2023,37296.31641,38415.33984,37261.60547,37720.28125,22922957823,3.003316839
25-11-2023,37721.41406,37892.42969,37617.41797,37796.79297,9099571165,0.725769559
26-11-2023,37796.82813,37820.30078,37162.75,37479.12109,13744796068,1.73861859
27-11-2023,37454.19141,37559.35547,36750.12891,37254.16797,19002925720,2.154527281
28-11-2023,37247.99219,38368.48047,36891.08984,37831.08594,21696137014,3.85053203
